0,1,2,3,4,5,6,7,8,9,10,11
1491786352.365739,CfZVE93cae43jOwv83,10.1.60.129,37904,10.1.10.53,80,2,GET,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.99&c=3&d=1711476412&x=5&r=5765m,-,-
1491786368.441728,Cnsrwk2ZgPyfuqRzKf,10.1.60.99,34688,10.1.60.129,3128,3,GET,rubberneck.hq.bluenet,http://rubberneck.hq.bluenet/rn2.html&i=10.1.60.99&c=3&d=77264378&x=4&r=5765m,-,-
1491786367.550986,CbvmqI15gSRl6XCsqg,10.1.60.97,49350,10.1.60.129,3128,1,CONNECT,www.google.com,www.google.com:443,-,Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML
1491786373.067853,CbUyu62iLBksJguq2g,10.1.60.129,58892,10.2.146.5,80,1,GET,www.berkeley.edu,/,-,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727)
1491786368.389955,Cmd7dG1LdZ2iWDXVe,10.1.60.129,38032,10.1.10.53,80,1,POST,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.99&c=3&d=0&x=2&r=5765m,-,-
1491786351.388989,CYQto1EjOdptHo1gh,10.1.60.99,34663,10.1.60.129,3128,5,POST,rubberneck.hq.bluenet,http://rubberneck.hq.bluenet/rn2.html&i=10.1.60.99&c=3&d=1711476412&x=5&r=5765m,-,-
1491786351.648247,CQLDc320oJ3YJpEAOf,10.1.60.129,37890,10.1.10.53,80,1,POST,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.99&c=3&d=1711476412&x=5&r=5765m,-,-
1491786351.931136,CKEqDD3jZS3VfzSbJ6,10.1.60.129,37896,10.1.10.53,80,1,POST,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.99&c=3&d=1711476412&x=5&r=5765m,-,-
1491786352.009673,CZqq324bzas5VWEyI1,10.1.60.129,37898,10.1.10.53,80,1,POST,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.99&c=3&d=1711476412&x=5&r=5765m,-,-
1491786372.685210,CJkf1s2sy3DNcUnsG6,10.1.60.97,49368,10.1.60.129,3128,1,CONNECT,www.google.com,www.google.com:443,-,Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML
1491786372.880225,CWrNmc3WRlocOacwi3,10.1.60.97,49369,10.1.60.129,3128,1,CONNECT,www.google.com,www.google.com:443,-,Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML
1491786373.137390,CwsYUC17oVRcYpW6rc,10.1.60.97,49371,10.1.60.129,3128,1,CONNECT,www.google.com,www.google.com:443,-,Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML
1491786340.531747,CzwX7B2TsZHHd3VCr,10.1.60.129,37662,10.1.10.53,80,1,POST,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.98&c=3&d=1879387755&x=5&r=5765m,-,-
1491786335.827025,CmRyYvLNQLcxGvWci,10.1.60.98,56748,10.1.60.129,3128,1,CONNECT,www.c3f.navy.mil,www.c3f.navy.mil:443,-,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0; Touch; MALCJS)
1491786336.702406,CrC8z52yF0QcsdFMYf,10.1.60.98,56758,10.1.60.129,3128,1,CONNECT,www.c3f.navy.mil,www.c3f.navy.mil:443,-,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0; Touch; MALCJS)
1491786342.617186,CWoNvj1E0k3XHIuimc,10.1.60.129,37696,10.1.10.53,80,1,POST,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.100&c=3&d=0&x=2&r=5764_5765,-,-
1491786343.525204,CFQAa94SZoYA58QxF3,10.1.60.101,53556,10.1.60.129,3128,1,GET,www.digitalpoint.com,http://www.digitalpoint.com/style.css,-,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
1491786364.867614,CkSsdH2batOw5VuUQ7,10.1.60.100,62207,10.1.60.129,3128,1,CONNECT,www.usma.bluenet,www.usma.bluenet:443,-,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; InfoPath.2; InfoPath.3)
1491786363.172234,CmZdSL3oUSos5Es0W5,10.1.60.101,53590,10.1.60.129,3128,1,GET,www.dia.mil,http://www.dia.mil/site6_images/search.jpg,-,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
1491786363.192721,C81x272WsIQej5HItc,10.1.60.101,53595,10.1.60.129,3128,1,GET,www.dia.mil,http://www.dia.mil/site6_images/this_is.jpg,-,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
1491786363.250821,CYCOjq2pT8LtqvZTg5,10.1.60.101,53604,10.1.60.129,3128,1,GET,www.dia.mil,http://www.dia.mil/site6_images/college.jpg,-,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
1491786363.262525,CmkwDC3GeiZHFC31c1,10.1.60.101,53606,10.1.60.129,3128,1,GET,www.dia.mil,http://www.dia.mil/site6_images/bottomMenu.jpg,-,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
1491786364.941787,CD9YFy4dKUq75cv9D9,10.1.60.68,48452,10.1.10.68,80,1,GET,scoring.hq.bluenet,/details.php?id=5&s=4&p=0,http://scoring.hq.bluenet/summary.php?id=5,Mozilla/5.0 (X11; Linux x86_64; rv:45.0) Gecko/20100101 Firefox/45.0
1491786358.795503,CeKZ4YNJd5fQU1PHl,10.1.60.129,37928,10.1.10.53,80,1,POST,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.98&c=3&d=570398136&x=5&r=5765m,-,-
1491786358.928890,C1QJw121eGTgK4m6Mj,10.1.60.129,37930,10.1.10.53,80,1,POST,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.98&c=3&d=570398136&x=5&r=5765m,-,-
1491786358.880261,CGWQ6z3g6c2wks8Zn6,10.1.60.98,56854,10.1.60.129,3128,7,POST,rubberneck.hq.bluenet,http://rubberneck.hq.bluenet/rn2.html&i=10.1.60.98&c=3&d=570398136&x=5&r=5765m,-,-
1491786370.500638,CXBwqn486qeg3RlDm3,10.1.60.97,49358,10.1.60.129,3128,1,CONNECT,www.google.com,www.google.com:443,-,Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML
1491786370.840542,CJloBm4Rhj56oCKSN8,10.1.60.97,49360,10.1.60.129,3128,1,CONNECT,www.google.com,www.google.com:443,-,Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML
1491786365.110727,CtYjU8d9Kj09W4GQh,10.1.60.68,48458,10.1.10.68,80,1,GET,scoring.hq.bluenet,/style-bg.css,http://scoring.hq.bluenet/details.php?id=5&s=4&p=0,Mozilla/5.0 (X11; Linux x86_64; rv:45.0) Gecko/20100101 Firefox/45.0
1491786368.334476,CjLG0q4YU2KTOLzgF1,10.1.60.99,34684,10.1.60.129,3128,1,GET,www.stratcom.mil,http://www.stratcom.mil/menu.js,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727)
1491786359.089719,CGWQ6z3g6c2wks8Zn6,10.1.60.98,56854,10.1.60.129,3128,10,GET,rubberneck.hq.bluenet,http://rubberneck.hq.bluenet/rn2.html&i=10.1.60.98&c=3&d=570398136&x=5&r=5765m,-,-
1491786356.833547,CwEpUt3TQ93Qd9ksI4,10.1.60.99,34671,10.1.60.129,3128,1,CONNECT,www.usma.bluenet,www.usma.bluenet:443,-,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; BOIE9;ESES)
1491786373.255488,CjMzmd1BtEQqQRHlAl,10.1.60.99,34690,10.1.60.129,3128,1,GET,www.berkeley.edu,http://www.berkeley.edu/style/home_ns4.css,-,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727)
1491786373.651971,C6sXpK2HDE1wxJGID2,10.1.60.99,34701,10.1.60.129,3128,1,GET,www.berkeley.edu,http://www.berkeley.edu/images/home/gold_hr.gif,-,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727)
1491786391.146315,Cod0Pi2R2pKJmGQyCf,10.1.60.101,53700,10.1.60.129,3128,1,GET,airforcemedicine.afms.mil,http://airforcemedicine.afms.mil/,-,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
1491786359.186211,CpnMY64HJ4wYQFqwu3,10.1.60.129,37938,10.1.10.53,80,1,POST,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.98&c=3&d=570398136&x=5&r=5765m,-,-
1491786359.169378,CGWQ6z3g6c2wks8Zn6,10.1.60.98,56854,10.1.60.129,3128,11,POST,rubberneck.hq.bluenet,http://rubberneck.hq.bluenet/rn2.html&i=10.1.60.98&c=3&d=570398136&x=5&r=5765m,-,-
1491786359.223727,CGWQ6z3g6c2wks8Zn6,10.1.60.98,56854,10.1.60.129,3128,12,POST,rubberneck.hq.bluenet,http://rubberneck.hq.bluenet/rn2.html&i=10.1.60.98&c=3&d=570398136&x=5&r=5765m,-,-
1491786359.340545,CeUIjB4E1mnhoVcUp4,10.1.60.101,53577,10.1.60.129,3128,1,GET,www.tsp.gov,http://www.tsp.gov/resources/current-info.gif,-,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
1491786342.753005,CVfQIZ35afI4Fcpcy1,10.1.60.100,62139,10.1.60.129,3128,1,CONNECT,www.starwars.com,www.starwars.com:443,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729)
1491786343.029306,CNRaZy1qaRuxPv9svd,10.1.60.100,62140,10.1.60.129,3128,1,CONNECT,www.starwars.com,www.starwars.com:443,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729)
1491786348.867673,CCOjF93KPw2THCJlJ6,10.1.60.98,56830,10.1.60.129,3128,1,GET,www.stratcom.mil,http://www.stratcom.mil/,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; InfoPath.1)
1491786349.720976,CIkFu21eZvKY6Vtg7f,10.1.60.129,37864,10.1.10.53,80,1,POST,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.101&c=3&d=1095703112&x=5&r=5764_5765,-,-
1491786349.853631,Cwclrc2tPhCxH47fed,10.1.60.129,37868,10.1.10.53,80,1,POST,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.101&c=3&d=1095703112&x=5&r=5764_5765,-,-
1491786383.076044,CUfNTqh0phL6B2Zbj,10.1.60.101,53663,10.1.60.129,3128,1,GET,www.nasdaq.com,http://www.nasdaq.com/,-,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
1491786359.436324,CcLtxq1EPkh72yLG5f,10.1.60.101,53580,10.1.60.129,3128,1,GET,www.tsp.gov,http://www.tsp.gov/resources/lfund.gif,-,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
1491786359.477791,CfTE2U1WdAhYDR8axk,10.1.60.101,53581,10.1.60.129,3128,1,GET,www.tsp.gov,http://www.tsp.gov/resources/accessac.gif,-,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
1491786359.533414,CMTHri2kQmtUTd00zf,10.1.60.129,37944,10.1.10.53,80,1,POST,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.98&c=3&d=570398136&x=5&r=5765m,-,-
1491786359.628422,C46g171jx7Eo7Yitsf,10.1.60.129,37946,10.1.10.53,80,1,POST,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.98&c=3&d=570398136&x=5&r=5765m,-,-
1491786359.602400,CGWQ6z3g6c2wks8Zn6,10.1.60.98,56854,10.1.60.129,3128,16,POST,rubberneck.hq.bluenet,http://rubberneck.hq.bluenet/rn2.html&i=10.1.60.98&c=3&d=570398136&x=5&r=5765m,-,-
1491786380.790445,CN2KTq4jWliaapDrZ4,10.1.60.100,62261,10.1.60.129,3128,1,GET,www.nih.gov,http://www.nih.gov/images/research1.gif,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0)
1491786389.994599,CTHz9D32bkG7QOGmVa,10.1.60.99,34719,10.1.60.129,3128,1,CONNECT,www.starwars.com,www.starwars.com:443,-,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; NP08; MAAU; NP08)
1491786368.591755,CMZTvx1k2Gc66mnIDf,10.1.60.129,38034,10.1.10.53,80,1,POST,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.99&c=3&d=77264378&x=4&r=5765m,-,-
1491786368.757138,Cd0Wt91HJem7MbG3f2,10.1.60.129,38038,10.1.10.53,80,2,GET,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.99&c=3&d=77264378&x=5&r=5765m,-,-
1491786368.801289,CW2XfY22EzvY9DgI89,10.1.60.129,38042,10.1.10.53,80,1,POST,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.99&c=3&d=77264378&x=5&r=5765m,-,-
1491786368.848324,Cnsrwk2ZgPyfuqRzKf,10.1.60.99,34688,10.1.60.129,3128,8,POST,rubberneck.hq.bluenet,http://rubberneck.hq.bluenet/rn2.html&i=10.1.60.99&c=3&d=77264378&x=5&r=5765m,-,-
1491786369.067185,Ci45411MCAoFN1dpqg,10.1.60.98,56908,10.1.60.129,3128,1,GET,www.ucsb.edu,http://www.ucsb.edu/images/i-home/home-extension.gif,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1)
1491786369.144320,CKNWe01FXn1i2b7ZSl,10.1.60.98,56926,10.1.60.129,3128,1,GET,www.ucsb.edu,http://www.ucsb.edu/images/1x1-bbbbbb.gif,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1)
1491786364.152911,CnpiV41oaMV63nBNBi,10.1.60.98,56870,10.1.60.129,3128,1,CONNECT,www.rmc.bluenet,www.rmc.bluenet:443,-,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; UHS)
1491786369.461049,CCdgFv2KgMgoCeQVVe,10.1.60.129,38064,10.1.10.53,80,1,POST,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.99&c=3&d=77264378&x=5&r=5765m,-,-
1491786364.373009,Cd21r3VhsO7GpzLrh,10.1.60.98,56874,10.1.60.129,3128,1,CONNECT,www.rmc.bluenet,www.rmc.bluenet:443,-,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; UHS)
1491786364.412569,CJ9gLd1chXQmaLAjnh,10.1.60.97,49337,10.1.60.129,3128,1,CONNECT,www.google.com,www.google.com:443,-,Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML
1491786364.560307,CRUkXj28L4FawoWAtd,10.1.60.97,49338,10.1.60.129,3128,1,CONNECT,www.google.com,www.google.com:443,-,Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML
1491786403.573740,CoKF3M3SyX6Rpabuw,10.1.60.100,62319,10.1.60.129,3128,1,CONNECT,www.snort.org,www.snort.org:443,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1)
1491786401.108003,CcNaXU344xRnXBHty2,10.1.60.100,62298,10.1.60.129,3128,1,CONNECT,www.snort.org,www.snort.org:443,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1)
1491786399.335818,CayUka3YYhMgvkDF63,10.1.60.129,38418,10.1.10.53,80,2,GET,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.100&c=3&d=1339131429&x=5&r=5764_5765,-,-
1491786399.384838,CvZ17l3mTJGtYd4vQa,10.1.60.129,38420,10.1.10.53,80,1,POST,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.100&c=3&d=1339131429&x=5&r=5764_5765,-,-
1491786385.698533,CMSh1E3khKvKZZ0Qi1,10.1.60.100,62278,10.1.60.129,3128,1,GET,www.uscga.bluenet,http://www.uscga.bluenet/,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0)
1491786391.386599,Cz7e2N2f2codNt1HT6,10.1.60.101,53709,10.1.60.129,3128,1,GET,airforcemedicine.afms.mil,http://airforcemedicine.afms.mil/images/2006/index01_01_Sitemap.gif,-,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
1491786402.603644,Ch2Xka3945w9TgktS1,10.1.60.100,62310,10.1.60.129,3128,1,CONNECT,www.snort.org,www.snort.org:443,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1)
1491786402.705027,CoacmE37CKcHKT0Vj1,10.1.60.100,62311,10.1.60.129,3128,1,CONNECT,www.snort.org,www.snort.org:443,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1)
1491786404.800201,CIBz9r4hZlZxNKHV05,10.1.60.99,34767,10.1.60.129,3128,1,GET,www.starwars.com,http://www.starwars.com/img/homepages/red/databank1.gif,-,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; BOIE9;PTBR)
1491786382.111988,Cm5wa74xY8GnORIEt3,10.1.60.129,38216,10.1.10.53,80,2,GET,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.100&c=3&d=2520167314&x=5&r=5764_5765,-,-
1491786382.127549,CTY09q3sFPRnKSl5Ad,10.1.60.129,38218,10.1.10.53,80,2,GET,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.100&c=3&d=2520167314&x=5&r=5764_5765,-,-
1491786400.173336,CIgilG1ISdLKyiDt8i,10.1.60.100,62290,10.1.60.129,3128,1,CONNECT,www.snort.org,www.snort.org:443,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1)
1491786417.639932,ChsPEn4DbL1Y3Mgdo3,10.1.60.101,53785,10.1.60.129,3128,13,POST,rubberneck.hq.bluenet,http://rubberneck.hq.bluenet/rn2.html&i=10.1.60.101&c=3&d=4185304685&x=5&r=5764_5765,-,-
1491786398.371295,C875Mv3tagBpkt0uia,10.1.60.98,57042,10.1.60.129,3128,18,POST,rubberneck.hq.bluenet,http://rubberneck.hq.bluenet/rn2.html&i=10.1.60.98&c=3&d=3057603454&x=5&r=5765m,-,-
1491786398.371278,C7auDvvo42i3dzvq5,10.1.60.129,38394,10.1.10.53,80,3,GET,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.100&c=3&d=1339131429&x=4&r=5764_5765,-,-
1491786398.443008,CqF3uw4xyWTt8b3nYa,10.1.60.129,38398,10.1.10.53,80,1,POST,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.98&c=3&d=3057603454&x=5&r=5765m,-,-
1491786399.442524,CaWDzR2Lm7BpGWc1f7,10.1.60.129,38422,10.1.10.53,80,1,POST,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.100&c=3&d=1339131429&x=5&r=5764_5765,-,-
1491786401.209558,CmCuZ13BIe01N1y6T3,10.1.60.100,62299,10.1.60.129,3128,1,CONNECT,www.snort.org,www.snort.org:443,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1)
1491786406.549936,CExCDj23sPYFfm6g8h,10.1.60.101,53767,10.1.60.129,3128,1,GET,www.moma.org,http://www.moma.org/Library/menuimages/home/home_menu_r5_c1.gif,-,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
1491786399.403285,C1DnAF1KnzQCtr0Rbi,10.1.60.100,62288,10.1.60.129,3128,20,GET,rubberneck.hq.bluenet,http://rubberneck.hq.bluenet/rn2.html&i=10.1.60.100&c=3&d=1339131429&x=5&r=5764_5765,-,-
1491786395.983309,C8hzb24CBEVX9kdAK1,10.1.60.98,57034,10.1.60.129,3128,1,CONNECT,www.uscga.bluenet,www.uscga.bluenet:443,-,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0; ASU2JS)
1491786404.659469,Ccanbp2npstYu2u7t6,10.1.60.99,34762,10.1.60.129,3128,1,GET,www.starwars.com,http://www.starwars.com/img/homepages/red/site_info1.gif,-,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; BOIE9;PTBR)
1491786404.721216,CZ7lbh4SFYKEFxfmT2,10.1.60.99,34764,10.1.60.129,3128,1,GET,www.starwars.com,http://www.starwars.com/img/homepages/red/community1.gif,-,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; BOIE9;PTBR)
1491786401.976770,CVBJqN8uPRvRfz6yj,10.1.60.100,62305,10.1.60.129,3128,1,CONNECT,www.snort.org,www.snort.org:443,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1)
1491786414.233630,CAlj4o4RcmMeYMyVo3,10.1.60.100,62361,10.1.60.129,3128,1,GET,www.att.com,http://www.att.com/Common/att_rev1/images/homepage/learn.gif,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0)
1491786414.252947,C87C0z2MqReG5lB3R5,10.1.60.100,62362,10.1.60.129,3128,1,GET,www.att.com,http://www.att.com/Common/att_rev1/images/homepage/spotlight/iphone_no-the2.gif,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0)
1491786409.402075,CcN8VY2CSlnbZtaVa9,10.1.60.99,34799,10.1.60.129,3128,1,CONNECT,rubberneckstats.hq.bluenet,rubberneckstats.hq.bluenet:80,-,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)
1491786397.562771,C875Mv3tagBpkt0uia,10.1.60.98,57042,10.1.60.129,3128,2,GET,rubberneck.hq.bluenet,http://rubberneck.hq.bluenet/rn2.html&i=10.1.60.98&c=3&d=0&x=3&r=5765m,-,-
1491786397.610128,CKtG1N3TWdz7RXSVz,10.1.60.129,38372,10.1.10.53,80,3,GET,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.98&c=3&d=3057603454&x=4&r=5765m,-,-
1491786409.507702,CYXycnpjmfbl1obsd,10.1.60.99,34802,10.1.60.129,3128,1,GET,www.hq.bluenet,http://www.hq.bluenet/,-,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0)
1491786413.480238,CMWb7f4YT3ZVlkJBt,10.1.60.129,39172,10.2.68.117,80,1,GET,www.sbc.com,/,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0)
1491786422.302373,CTp5XX2M7rTGZOZu79,10.2.71.121,59154,10.1.60.2,80,1,GET,www.usma.bluenet,/,-,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
1491786422.302351,Cw2SNo4wj33KGPFEQ4,10.1.60.100,62386,10.1.60.129,3128,14,POST,rubberneck.hq.bluenet,http://rubberneck.hq.bluenet/rn2.html&i=10.1.60.100&c=3&d=2535308221&x=5&r=5764_5765,-,-
1491786422.386706,Cw2SNo4wj33KGPFEQ4,10.1.60.100,62386,10.1.60.129,3128,16,POST,rubberneck.hq.bluenet,http://rubberneck.hq.bluenet/rn2.html&i=10.1.60.100&c=3&d=2535308221&x=5&r=5764_5765,-,-
1491786422.463957,CpizUQ3j0ML93SqMM7,10.1.60.129,38702,10.1.10.53,80,1,POST,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.100&c=3&d=2535308221&x=5&r=5764_5765,-,-
1491786417.321377,ChsPEn4DbL1Y3Mgdo3,10.1.60.101,53785,10.1.60.129,3128,6,POST,rubberneck.hq.bluenet,http://rubberneck.hq.bluenet/rn2.html&i=10.1.60.101&c=3&d=4185304685&x=5&r=5764_5765,-,-
1491786417.475967,ChsPEn4DbL1Y3Mgdo3,10.1.60.101,53785,10.1.60.129,3128,8,POST,rubberneck.hq.bluenet,http://rubberneck.hq.bluenet/rn2.html&i=10.1.60.101&c=3&d=4185304685&x=5&r=5764_5765,-,-
1491786433.316684,C2riUOPKWrb3fIiLh,10.1.60.98,57142,10.1.60.129,3128,1,GET,www.aviano.af.mil,http://www.aviano.af.mil/,-,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; LEN2)
1491786414.691739,CzMG5n4bIzXzE1mvL8,10.1.60.99,34822,10.1.60.129,3128,1,CONNECT,www.afweather.af.mil,www.afweather.af.mil:443,-,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0; MAGWJS)
1491786415.206454,C3NFeD1peoQ65o96fj,10.1.60.99,34830,10.1.60.129,3128,1,CONNECT,www.afweather.af.mil,www.afweather.af.mil:443,-,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0; MAGWJS)
1491786422.730526,CcsJVv2CYgCbPK1f8,10.1.60.129,38706,10.1.10.53,80,2,GET,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.98&c=3&d=0&x=3&r=5765m,-,-
1491786417.079462,ChsPEn4DbL1Y3Mgdo3,10.1.60.101,53785,10.1.60.129,3128,2,GET,rubberneck.hq.bluenet,http://rubberneck.hq.bluenet/rn2.html&i=10.1.60.101&c=3&d=0&x=3&r=5764_5765,-,-
1491786392.720890,CHthw54QKcybowk1c,10.1.60.129,42242,10.2.236.212,80,1,GET,www.moma.org,/,-,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; MASP)
1491786398.047422,C875Mv3tagBpkt0uia,10.1.60.98,57042,10.1.60.129,3128,10,GET,rubberneck.hq.bluenet,http://rubberneck.hq.bluenet/rn2.html&i=10.1.60.98&c=3&d=3057603454&x=5&r=5765m,-,-
1491786398.113930,CCAu1heXjKSZOvKb,10.1.60.129,38386,10.1.10.53,80,1,POST,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.98&c=3&d=3057603454&x=5&r=5765m,-,-
1491786398.193365,C0GYx42cPmUYLqTzCc,10.1.60.129,38390,10.1.10.53,80,1,POST,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.98&c=3&d=3057603454&x=5&r=5765m,-,-
1491786421.194866,ClP2a73cOT0amS95E1,10.1.60.129,38680,10.1.10.53,80,1,POST,rubberneck.hq.bluenet,/rn2.html&i=10.1.60.100&c=3&d=0&x=2&r=5764_5765,-,-
